transfer_id,originator_id,beneficiary_id,originator_address,beneficiary_address,counterparty_vasp,kyc_status,approved_asset,requested_asset,approved_amount_limit,requested_amount,approved_destination,requested_destination,approved_period_start,approved_period_end,requested_at,external_tx_id,execution_status,public_dataset_basis,risk_label_basis,asset_match,amount_within_limit,destination_match,period_valid,kyc_verified,counterparty_registered,execution_trace_present,policy_decision
DA-TX-00062,ORG-0007,BEN-0042,0xORG000000000000000000000000000000000062,0xBEN000000000000000000000000000000000021,KR-VASP-B,VERIFIED,ETH,ETH,1000,93.75,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-31T22:37:00,0xTX000000483059,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00063,ORG-0008,BEN-0045,0xORG000000000000000000000000000000000063,0xBEN000000000000000000000000000000000026,GLOBAL-VASP-C,VERIFIED,USDT,USDT,2000,156.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-02T23:14:00,0xTX000000490978,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00064,ORG-0009,BEN-0048,0xORG000000000000000000000000000000000064,0xBEN000000000000000000000000000000000031,KR-VASP-A,VERIFIED,USDC,USDC,5000,220.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-04T23:51:00,0xTX000000498897,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00065,ORG-0010,BEN-0051,0xORG000000000000000000000000000000000065,0xBEN000000000000000000000000000000000036,KR-VASP-B,VERIFIED,BTC,BTC,10000,472.5,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-07T00:28:00,0xTX000000506816,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00066,ORG-0011,BEN-0054,0xORG000000000000000000000000000000000066,0xBEN000000000000000000000000000000000041,GLOBAL-VASP-C,VERIFIED,ETH,USDT,500,990.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-09T01:05:00,0xTX000000514735,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,False,False,True,True,True,True,True,BLOCK
DA-TX-00067,ORG-0012,BEN-0057,0xORG000000000000000000000000000000000067,0xBEN000000000000000000000000000000000046,KR-VASP-A,VERIFIED,USDT,USDT,1000,1840.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-11T01:42:00,0xTX000000522654,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00068,ORG-0013,BEN-0060,0xORG000000000000000000000000000000000068,0xBEN000000000000000000000000000000000051,KR-VASP-B,VERIFIED,USDC,USDC,2000,3720.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-13T02:19:00,0xTX000000530573,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00069,ORG-0014,BEN-0063,0xORG000000000000000000000000000000000069,0xBEN000000000000000000000000000000000056,UNREGISTERED,VERIFIED,BTC,BTC,5000,7750.0,GLOBAL-VASP-C,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-15T02:56:00,0xTX000000538492,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,False,True,True,False,True,REVIEW
DA-TX-00070,ORG-0015,BEN-0066,0xORG000000000000000000000000000000000070,0xBEN000000000000000000000000000000000061,KR-VASP-A,VERIFIED,ETH,ETH,10000,16250.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-17T03:33:00,0xTX000000546411,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00071,ORG-0016,BEN-0069,0xORG000000000000000000000000000000000071,0xBEN000000000000000000000000000000000066,KR-VASP-B,VERIFIED,USDT,USDT,500,40.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-19T04:10:00,0xTX000000554330,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00072,ORG-0017,BEN-0001,0xORG000000000000000000000000000000000072,0xBEN000000000000000000000000000000000071,GLOBAL-VASP-C,VERIFIED,USDC,USDC,1000,78.75,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-21T04:47:00,0xTX000000562249,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00073,ORG-0018,BEN-0004,0xORG000000000000000000000000000000000073,0xBEN000000000000000000000000000000000076,KR-VASP-A,VERIFIED,BTC,BTC,2000,132.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-23T05:24:00,0xTX000000570168,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00074,ORG-0019,BEN-0007,0xORG000000000000000000000000000000000074,0xBEN000000000000000000000000000000000081,KR-VASP-B,VERIFIED,ETH,ETH,5000,253.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-25T06:01:00,0xTX000000578087,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00075,ORG-0020,BEN-0010,0xORG000000000000000000000000000000000075,0xBEN000000000000000000000000000000000086,GLOBAL-VASP-C,VERIFIED,USDT,USDT,10000,540.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-27T06:38:00,0xTX000000586006,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00076,ORG-0021,BEN-0013,0xORG000000000000000000000000000000000076,0xBEN000000000000000000000000000000000091,KR-VASP-A,VERIFIED,USDC,USDC,500,1125.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-01T07:15:00,0xTX000000593925,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00077,ORG-0022,BEN-0016,0xORG000000000000000000000000000000000077,0xBEN000000000000000000000000000000000001,KR-VASP-B,VERIFIED,BTC,BTC,1000,2080.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-01-15T23:59:59,2026-03-03T07:52:00,0xTX000000601844,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,False,True,True,True,BLOCK
DA-TX-00078,ORG-0023,BEN-0019,0xORG000000000000000000000000000000000078,0xBEN000000000000000000000000000000000006,GLOBAL-VASP-C,VERIFIED,ETH,ETH,2000,3100.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-05T08:29:00,0xTX000000609763,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,True,True,True,BLOCK
DA-TX-00079,ORG-0024,BEN-0022,0xORG000000000000000000000000000000000079,0xBEN000000000000000000000000000000000011,KR-VASP-A,PENDING,USDT,USDC,5000,6510.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-06T09:06:00,0xTX000000617682,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,False,False,True,True,False,True,True,REVIEW
DA-TX-00080,ORG-0025,BEN-0025,0xORG000000000000000000000000000000000080,0xBEN000000000000000000000000000000000016,KR-VASP-B,PENDING,USDC,USDC,10000,13750.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-08T09:43:00,0xTX000000625601,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00081,ORG-0026,BEN-0028,0xORG000000000000000000000000000000000001,0xBEN000000000000000000000000000000000021,GLOBAL-VASP-C,PENDING,BTC,BTC,500,46.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-10T10:20:00,0xTX000000633520,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,REVIEW
DA-TX-00082,ORG-0027,BEN-0031,0xORG000000000000000000000000000000000002,0xBEN000000000000000000000000000000000026,KR-VASP-A,PENDING,ETH,ETH,1000,90.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-12T10:57:00,0xTX000000641439,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,REVIEW
DA-TX-00083,ORG-0028,BEN-0034,0xORG000000000000000000000000000000000003,0xBEN000000000000000000000000000000000031,KR-VASP-B,PENDING,USDT,USDT,2000,150.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-14T11:34:00,0xTX000000649358,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,REVIEW
DA-TX-00084,ORG-0029,BEN-0037,0xORG000000000000000000000000000000000004,0xBEN000000000000000000000000000000000036,GLOBAL-VASP-C,PENDING,USDC,USDC,5000,286.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-16T12:11:00,0xTX000000657277,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,REVIEW
DA-TX-00085,ORG-0030,BEN-0040,0xORG000000000000000000000000000000000005,0xBEN000000000000000000000000000000000041,KR-VASP-A,PENDING,BTC,BTC,10000,450.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-18T12:48:00,0xTX000000665196,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,REVIEW
DA-TX-00086,ORG-0031,BEN-0043,0xORG000000000000000000000000000000000006,0xBEN000000000000000000000000000000000046,UNREGISTERED,PENDING,ETH,ETH,500,945.0,KR-VASP-B,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-20T13:25:00,0xTX000000673115,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,False,True,False,False,True,REVIEW
DA-TX-00087,ORG-0032,BEN-0046,0xORG000000000000000000000000000000000007,0xBEN000000000000000000000000000000000051,GLOBAL-VASP-C,PENDING,USDT,USDT,1000,1760.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-22T14:02:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00088,ORG-0033,BEN-0049,0xORG000000000000000000000000000000000008,0xBEN000000000000000000000000000000000056,KR-VASP-A,PENDING,USDC,USDC,2000,3565.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-24T14:39:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00089,ORG-0034,BEN-0052,0xORG000000000000000000000000000000000009,0xBEN000000000000000000000000000000000061,KR-VASP-B,PENDING,BTC,BTC,5000,7440.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-26T15:16:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00090,ORG-0035,BEN-0055,0xORG000000000000000000000000000000000010,0xBEN000000000000000000000000000000000066,GLOBAL-VASP-C,PENDING,ETH,ETH,10000,15625.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-28T15:53:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00091,ORG-0036,BEN-0058,0xORG000000000000000000000000000000000011,0xBEN000000000000000000000000000000000071,KR-VASP-A,FAILED,USDT,USDT,500,52.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-03-30T16:30:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,BLOCK
DA-TX-00092,ORG-0037,BEN-0061,0xORG000000000000000000000000000000000012,0xBEN000000000000000000000000000000000076,KR-VASP-B,FAILED,USDC,BTC,1000,75.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-01T17:07:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,False,True,True,True,False,True,True,BLOCK
DA-TX-00093,ORG-0038,BEN-0064,0xORG000000000000000000000000000000000013,0xBEN000000000000000000000000000000000081,GLOBAL-VASP-C,FAILED,BTC,BTC,2000,126.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-03T17:44:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,BLOCK
DA-TX-00094,ORG-0039,BEN-0067,0xORG000000000000000000000000000000000014,0xBEN000000000000000000000000000000000086,KR-VASP-A,FAILED,ETH,ETH,5000,242.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-05T18:21:00,,BLOCKED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,BLOCK
DA-TX-00095,ORG-0040,BEN-0070,0xORG000000000000000000000000000000000015,0xBEN000000000000000000000000000000000091,KR-VASP-B,FAILED,USDT,USDT,10000,517.5,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-07T18:58:00,,REVIEW,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,True,True,True,False,True,True,BLOCK
DA-TX-00096,ORG-0041,BEN-0002,0xORG000000000000000000000000000000000016,0xBEN000000000000000000000000000000000001,GLOBAL-VASP-C,FAILED,USDC,USDC,500,1080.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-01-15T23:59:59,2026-04-09T19:35:00,,REVIEW,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,False,False,True,True,BLOCK
DA-TX-00097,ORG-0042,BEN-0005,0xORG000000000000000000000000000000000017,0xBEN000000000000000000000000000000000006,KR-VASP-A,MISSING,BTC,BTC,1000,2000.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-11T20:12:00,,REVIEW,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00098,ORG-0043,BEN-0008,0xORG000000000000000000000000000000000018,0xBEN000000000000000000000000000000000011,KR-VASP-B,MISSING,ETH,ETH,2000,4030.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-04-13T20:49:00,,REVIEW,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,licit,True,False,True,True,False,True,True,REVIEW
DA-TX-00099,ORG-0044,BEN-0011,0xORG000000000000000000000000000000000019,0xBEN000000000000000000000000000000000016,GLOBAL-VASP-C,MISSING,USDT,USDT,5000,6200.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-07T21:26:00,,FAILED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,illicit,True,False,True,True,False,True,True,REVIEW
DA-TX-00100,ORG-0045,BEN-0014,0xORG000000000000000000000000000000000020,0xBEN000000000000000000000000000000000021,KR-VASP-A,MISSING,USDC,USDC,10000,13125.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-09T22:03:00,,FAILED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,illicit,True,False,True,True,False,True,True,REVIEW
DA-TX-00101,ORG-0046,BEN-0017,0xORG000000000000000000000000000000000021,0xBEN000000000000000000000000000000000026,KR-VASP-B,VERIFIED,BTC,BTC,500,44.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-11T22:40:00,0xTX000000791900,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00102,ORG-0047,BEN-0020,0xORG000000000000000000000000000000000022,0xBEN000000000000000000000000000000000031,GLOBAL-VASP-C,VERIFIED,ETH,ETH,1000,86.25,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-13T23:17:00,0xTX000000799819,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00103,ORG-0048,BEN-0023,0xORG000000000000000000000000000000000023,0xBEN000000000000000000000000000000000036,UNREGISTERED,VERIFIED,USDT,USDT,2000,144.0,KR-VASP-A,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-15T23:54:00,0xTX000000807738,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,False,True,True,False,True,REVIEW
DA-TX-00104,ORG-0049,BEN-0026,0xORG000000000000000000000000000000000024,0xBEN000000000000000000000000000000000041,KR-VASP-B,VERIFIED,USDC,USDC,5000,275.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-18T00:31:00,0xTX000000815657,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00105,ORG-0050,BEN-0029,0xORG000000000000000000000000000000000025,0xBEN000000000000000000000000000000000046,GLOBAL-VASP-C,VERIFIED,BTC,ETH,10000,585.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-20T01:08:00,0xTX000000823576,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,False,True,True,True,True,True,True,BLOCK
DA-TX-00106,ORG-0051,BEN-0032,0xORG000000000000000000000000000000000026,0xBEN000000000000000000000000000000000051,KR-VASP-A,VERIFIED,ETH,ETH,500,900.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-22T01:45:00,0xTX000000831495,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00107,ORG-0052,BEN-0035,0xORG000000000000000000000000000000000027,0xBEN000000000000000000000000000000000056,KR-VASP-B,VERIFIED,USDT,USDT,1000,1680.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-24T02:22:00,0xTX000000839414,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00108,ORG-0053,BEN-0038,0xORG000000000000000000000000000000000028,0xBEN000000000000000000000000000000000061,GLOBAL-VASP-C,VERIFIED,USDC,USDC,2000,3410.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-26T02:59:00,0xTX000000847333,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00109,ORG-0054,BEN-0041,0xORG000000000000000000000000000000000029,0xBEN000000000000000000000000000000000066,KR-VASP-A,VERIFIED,BTC,BTC,5000,7130.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-28T03:36:00,0xTX000000855252,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00110,ORG-0055,BEN-0044,0xORG000000000000000000000000000000000030,0xBEN000000000000000000000000000000000071,KR-VASP-B,VERIFIED,ETH,ETH,10000,15000.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-01-30T04:13:00,0xTX000000863171,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00111,ORG-0001,BEN-0047,0xORG000000000000000000000000000000000031,0xBEN000000000000000000000000000000000076,GLOBAL-VASP-C,VERIFIED,USDT,USDT,500,50.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-01T04:50:00,0xTX000000871090,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00112,ORG-0002,BEN-0050,0xORG000000000000000000000000000000000032,0xBEN000000000000000000000000000000000081,KR-VASP-A,VERIFIED,USDC,USDC,1000,97.5,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-03T05:27:00,0xTX000000879009,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00113,ORG-0003,BEN-0053,0xORG000000000000000000000000000000000033,0xBEN000000000000000000000000000000000086,KR-VASP-B,VERIFIED,BTC,BTC,2000,120.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-05T06:04:00,0xTX000000886928,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00114,ORG-0004,BEN-0056,0xORG000000000000000000000000000000000034,0xBEN000000000000000000000000000000000091,GLOBAL-VASP-C,VERIFIED,ETH,ETH,5000,231.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-07T06:41:00,0xTX000000894847,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00115,ORG-0005,BEN-0059,0xORG000000000000000000000000000000000035,0xBEN000000000000000000000000000000000001,KR-VASP-A,VERIFIED,USDT,USDT,10000,495.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-01-15T23:59:59,2026-02-09T07:18:00,0xTX000000902766,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,False,True,True,True,BLOCK
DA-TX-00116,ORG-0006,BEN-0062,0xORG000000000000000000000000000000000036,0xBEN000000000000000000000000000000000006,KR-VASP-B,VERIFIED,USDC,USDC,500,1035.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-11T07:55:00,0xTX000000910685,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00117,ORG-0007,BEN-0065,0xORG000000000000000000000000000000000037,0xBEN000000000000000000000000000000000011,GLOBAL-VASP-C,VERIFIED,BTC,BTC,1000,1920.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-13T08:32:00,0xTX000000918604,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00118,ORG-0008,BEN-0068,0xORG000000000000000000000000000000000038,0xBEN000000000000000000000000000000000016,KR-VASP-A,VERIFIED,ETH,USDT,2000,3875.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-14T09:09:00,0xTX000000926523,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,False,False,True,True,True,True,True,BLOCK
DA-TX-00119,ORG-0009,BEN-0071,0xORG000000000000000000000000000000000039,0xBEN000000000000000000000000000000000021,KR-VASP-B,VERIFIED,USDT,USDT,5000,8060.0,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-16T09:46:00,0xTX000000934442,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,True,True,True,True,True,BLOCK
DA-TX-00120,ORG-0010,BEN-0003,0xORG000000000000000000000000000000000040,0xBEN000000000000000000000000000000000026,UNREGISTERED,VERIFIED,USDC,USDC,10000,12500.0,GLOBAL-VASP-C,UNREGISTERED,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-18T10:23:00,0xTX000000942361,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,False,False,True,True,False,True,REVIEW
DA-TX-00121,ORG-0011,BEN-0006,0xORG000000000000000000000000000000000041,0xBEN000000000000000000000000000000000031,KR-VASP-A,VERIFIED,BTC,BTC,500,42.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-20T11:00:00,0xTX000000950280,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00122,ORG-0012,BEN-0009,0xORG000000000000000000000000000000000042,0xBEN000000000000000000000000000000000036,KR-VASP-B,VERIFIED,ETH,ETH,1000,82.5,KR-VASP-B,KR-VASP-B,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-22T11:37:00,0xTX000000958199,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00123,ORG-0013,BEN-0012,0xORG000000000000000000000000000000000043,0xBEN000000000000000000000000000000000041,GLOBAL-VASP-C,VERIFIED,USDT,USDT,2000,138.0,GLOBAL-VASP-C,GLOBAL-VASP-C,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-24T12:14:00,0xTX000000966118,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
DA-TX-00124,ORG-0014,BEN-0015,0xORG000000000000000000000000000000000044,0xBEN000000000000000000000000000000000046,KR-VASP-A,VERIFIED,USDC,USDC,5000,264.0,KR-VASP-A,KR-VASP-A,2026-01-01T00:00:00,2026-12-31T23:59:59,2026-02-26T12:51:00,0xTX000000974037,EXECUTED,ELLIPTIC_TIME_STEP_AND_CLASS_PROPORTION,unknown,True,True,True,True,True,True,True,PASS
