transfer_id,originator_address,beneficiary_address,originator_identity,beneficiary_identity,kyc_status,counterparty_vasp_status,approved_asset,approved_amount_limit_eth,approved_destination,approved_period_start,approved_period_end,requested_asset,requested_amount_eth,requested_destination,requested_at,transaction_identifier,tx_hash,execution_status,ethereum_block_number,ethereum_transaction_index,baseline_policy_decision
DA-V3-00112,0x11fa8f2064096a51f4ef9e83732f2ad68d089b9a,0x53d8a7bfdcf514272cc22f724a0a08ed3c1e38c2,VASPCUST-S-0111,VASPCUST-B-0111,VERIFIED,VERIFIED,ETH,0.25,0x53d8a7bfdcf514272cc22f724a0a08ed3c1e38c2,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.0069,0x53d8a7bfdcf514272cc22f724a0a08ed3c1e38c2,2026-09-07T00:20:47+00:00,0xddc3f8ad8c8115323555ddf91e3056614275ca408d9b2c846fce0be4d6f3c9fb,0xddc3f8ad8c8115323555ddf91e3056614275ca408d9b2c846fce0be4d6f3c9fb,UNKNOWN_STATUS_NOT_EXTRACTED,25921745,82,PASS
DA-V3-00113,0xd6434d157f254276d69ede3bd9fc805482206908,0xcbb00abdf5f808d48627c88db7c68a6e6deb4bbd,VASPCUST-S-0112,VASPCUST-B-0112,FAILED,VERIFIED,ETH,1.0,0xcbb00abdf5f808d48627c88db7c68a6e6deb4bbd,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.04,0xcbb00abdf5f808d48627c88db7c68a6e6deb4bbd,2026-09-07T00:21:35+00:00,0x12229c0c7c609e55c78bb2ba769fdd103d69304e42e1523840b8a93795d811ca,0x12229c0c7c609e55c78bb2ba769fdd103d69304e42e1523840b8a93795d811ca,UNKNOWN_STATUS_NOT_EXTRACTED,25921745,125,REVIEW
DA-V3-00114,0xbde7f77fe0a9f51a9a668abee71c9e93f1379eff,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0113,VASPCUST-B-0113,VERIFIED,VERIFIED,ETH,5.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.0235064,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:22:35+00:00,0xacff4f91a4ead883cace05b4b957d51c8db677ec74e11ce825f234f28ccf4054,0xacff4f91a4ead883cace05b4b957d51c8db677ec74e11ce825f234f28ccf4054,UNKNOWN_STATUS_NOT_EXTRACTED,25921745,168,PASS
DA-V3-00115,0xda8cf15bc458a7b13735e7d04495f8cda53f3205,0x0f63ebdf4e2cc35bc395dda17326a08518796da2,VASPCUST-S-0114,VASPCUST-B-0114,VERIFIED,VERIFIED,ETH,20.0,0x0f63ebdf4e2cc35bc395dda17326a08518796da2,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.0188039,0x000000000000000000000000000000000000dEaD,2026-09-07T00:23:35+00:00,0x78cdd4fb95b6e92d2574db0c1f262983acfde018bfb6050a12587c8ab619d2dd,0x78cdd4fb95b6e92d2574db0c1f262983acfde018bfb6050a12587c8ab619d2dd,UNKNOWN_STATUS_NOT_EXTRACTED,25921745,211,BLOCK
DA-V3-00116,0xafbead595998084eddb2407bb8a7b66f72f81b3c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,VASPCUST-S-0115,VASPCUST-B-0115,VERIFIED,VERIFIED,ETH,0.05,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,0.22294141623369046,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-09-07T00:24:35+00:00,0x54e79d24de0f5877b7b711e3147df35f465ac4cd4a5444ec5fce78aa01d6f523,0x54e79d24de0f5877b7b711e3147df35f465ac4cd4a5444ec5fce78aa01d6f523,UNKNOWN_STATUS_NOT_EXTRACTED,25921744,37,BLOCK
DA-V3-00117,0x778631db9b8b1906131bb89e21f834b99eaa31cf,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,VASPCUST-S-0116,VASPCUST-B-0116,VERIFIED,VERIFIED,ETH,0.25,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.012,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-09-07T00:25:23+00:00,0x0e9ed5c13be338ae6278341eee9e9d79933972226fa5178c9c53e04e79999350,0x0e9ed5c13be338ae6278341eee9e9d79933972226fa5178c9c53e04e79999350,UNKNOWN_STATUS_NOT_EXTRACTED,25921744,80,PASS
DA-V3-00118,0x7da8822dc2a7ca59ed1012832aac79f14304efe1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,VASPCUST-S-0117,VASPCUST-B-0117,VERIFIED,VERIFIED,ETH,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.001,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-09-07T00:26:23+00:00,0x9d5f2b67ec731655cc12e300d5a574cc712b2f0f0eba8e86f5883c8fc84f2f55,0x9d5f2b67ec731655cc12e300d5a574cc712b2f0f0eba8e86f5883c8fc84f2f55,UNKNOWN_STATUS_NOT_EXTRACTED,25921744,123,PASS
DA-V3-00119,0x5c096ef846447cb935c5d247e4ab2a867ecc33a9,0xf42d1a490ce623e72a6d93f064bea3bd839b1a2d,VASPCUST-S-0118,VASPCUST-B-0118,VERIFIED,VERIFIED,ETH,5.0,0xf42d1a490ce623e72a6d93f064bea3bd839b1a2d,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.019902146326596787,0xf42d1a490ce623e72a6d93f064bea3bd839b1a2d,2026-09-07T00:27:23+00:00,0x78e3eae6f0a5a93989abb2c41785f87bc01e3be7d201f4bf0092f5939c59bd5e,0x78e3eae6f0a5a93989abb2c41785f87bc01e3be7d201f4bf0092f5939c59bd5e,UNKNOWN_STATUS_NOT_EXTRACTED,25921744,166,PASS
DA-V3-00120,0xca7ded7e4f4ba8ab3b10009236ae6d1b95094589,0x28c6c06298d514db089934071355e5743bf21d60,VASPCUST-S-0119,VASPCUST-B-0119,VERIFIED,VERIFIED,ETH,20.0,0x28c6c06298d514db089934071355e5743bf21d60,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,0.009392882267516936,0x28c6c06298d514db089934071355e5743bf21d60,2026-09-07T00:28:23+00:00,0xf2f315a66c1dfe2f4f4655a275780e7564b89b8083faad3555801bdbad99cf24,0xf2f315a66c1dfe2f4f4655a275780e7564b89b8083faad3555801bdbad99cf24,UNKNOWN_STATUS_NOT_EXTRACTED,25921744,209,BLOCK
DA-V3-00121,0x82a53178e7a7e454ab31eea6063fdca338418f74,0x5d5f4d274ee7722199e3f95e1957c3c2a41b2401,VASPCUST-S-0120,VASPCUST-B-0120,PENDING,VERIFIED,ETH,0.05,0x5d5f4d274ee7722199e3f95e1957c3c2a41b2401,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1.3464429307966e-05,0x5d5f4d274ee7722199e3f95e1957c3c2a41b2401,2026-09-07T00:29:23+00:00,0xc9a351477be75bd73cb0dbc6982cc02c9f1db12e58871a08f893a35df361ebb3,0xc9a351477be75bd73cb0dbc6982cc02c9f1db12e58871a08f893a35df361ebb3,UNKNOWN_STATUS_NOT_EXTRACTED,25921743,31,REVIEW
DA-V3-00122,0x34f41c98898ed0c2f7d004538a7cbde33b35404f,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,VASPCUST-S-0121,VASPCUST-B-0121,VERIFIED,UNKNOWN,ETH,0.25,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.1,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,2026-09-07T00:30:23+00:00,0xf4cd8d08d498f18e9177a8d3b265b0d8f1ee75a08bac959136dae0bc246b81c2,0xf4cd8d08d498f18e9177a8d3b265b0d8f1ee75a08bac959136dae0bc246b81c2,UNKNOWN_STATUS_NOT_EXTRACTED,25921743,74,REVIEW
DA-V3-00123,0x28c6c06298d514db089934071355e5743bf21d60,0x51c72848c68a965f66fa7a88855f9f7784502a7f,VASPCUST-S-0122,VASPCUST-B-0122,VERIFIED,VERIFIED,ETH,1.0,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.00430206,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-09-07T00:31:23+00:00,0xfb89401e159c84ae52506eaf517a71c939342e251d56e71234deecfd419c52a3,0xfb89401e159c84ae52506eaf517a71c939342e251d56e71234deecfd419c52a3,UNKNOWN_STATUS_NOT_EXTRACTED,25921743,117,PASS
DA-V3-00124,0x9231a373058fa65a988f213c5056ab9b3c9b6a4b,0x154b20584d1451fa70574ac4f6fc32f71141aaa1,VASPCUST-S-0123,VASPCUST-B-0123,VERIFIED,VERIFIED,ETH,5.0,0x154b20584d1451fa70574ac4f6fc32f71141aaa1,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,3.7831398877377e-05,0x154b20584d1451fa70574ac4f6fc32f71141aaa1,2026-09-07T00:32:11+00:00,0x76351e6b323a3f34f55cced0b152a65c51349e9a2ce21900130abec8fdd637c5,0x76351e6b323a3f34f55cced0b152a65c51349e9a2ce21900130abec8fdd637c5,UNKNOWN_STATUS_NOT_EXTRACTED,25921743,160,PASS
DA-V3-00125,0xabe232b49806e1ce4ffc1d23c0fa84a9f182536f,0x235c6aeaa77e123bb019561ca4c855bca8ae945f,VASPCUST-S-0124,VASPCUST-B-0124,VERIFIED,VERIFIED,ETH,20.0,0x235c6aeaa77e123bb019561ca4c855bca8ae945f,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.07,0x235c6aeaa77e123bb019561ca4c855bca8ae945f,2026-09-07T00:33:11+00:00,0x61e0d61ba822da1f2568616b78be7ef7406d6b056ef251b5d4abbf5c970dfa5a,0x61e0d61ba822da1f2568616b78be7ef7406d6b056ef251b5d4abbf5c970dfa5a,UNKNOWN_STATUS_NOT_EXTRACTED,25921743,203,PASS
DA-V3-00126,0xb8ff877ed78ba520ece21b1de7843a8a57ca47cb,0x7ec8a30a34b86927dc77b302603d1d53e640bef7,VASPCUST-S-0125,VASPCUST-B-0125,VERIFIED,VERIFIED,ETH,0.05,0x7ec8a30a34b86927dc77b302603d1d53e640bef7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,2.27e-16,0x7ec8a30a34b86927dc77b302603d1d53e640bef7,2026-09-07T00:34:11+00:00,0x5ac240d6f9737e68b2e85be1d959271b5fb89eaf8ff3e0f597b6894e92afe7e0,0x5ac240d6f9737e68b2e85be1d959271b5fb89eaf8ff3e0f597b6894e92afe7e0,UNKNOWN_STATUS_NOT_EXTRACTED,25921742,18,PASS
DA-V3-00127,0xdd998274ed12bb12d818800915cfb8f87cbc2801,0x8c990eb3569ca93e1c8a8fcf4ab987305292e46a,VASPCUST-S-0126,VASPCUST-B-0126,VERIFIED,VERIFIED,ETH,0.25,0x8c990eb3569ca93e1c8a8fcf4ab987305292e46a,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.022886251926574303,0x8c990eb3569ca93e1c8a8fcf4ab987305292e46a,2026-09-07T00:35:11+00:00,0xf5e936c0cc018cbe1220d0eae6dd5aad38d364796585f83c80a58e5af3a831b6,0xf5e936c0cc018cbe1220d0eae6dd5aad38d364796585f83c80a58e5af3a831b6,UNKNOWN_STATUS_NOT_EXTRACTED,25921742,61,PASS
DA-V3-00128,0x3d53c172c5fa064fdaa5d7fb661fb4281fe05cf1,0xea1adcf82327637ceebb8de97ccd5281beab23b6,VASPCUST-S-0127,VASPCUST-B-0127,VERIFIED,VERIFIED,ETH,1.0,0xea1adcf82327637ceebb8de97ccd5281beab23b6,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.00340442,0xea1adcf82327637ceebb8de97ccd5281beab23b6,2026-09-07T00:36:11+00:00,0x0eff62cdf1a391f276b56aba4500a17b8d567861c68f63f2f05b29aa04ca17e7,0x0eff62cdf1a391f276b56aba4500a17b8d567861c68f63f2f05b29aa04ca17e7,UNKNOWN_STATUS_NOT_EXTRACTED,25921741,35,PASS
DA-V3-00129,0xd91ba95e98e67d5ad6f2c06eb0f194d5c11645c9,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0128,VASPCUST-B-0128,FAILED,VERIFIED,ETH,5.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.03466629,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:37:11+00:00,0x7b290a75d304b5754ee9c9e948c609e8463070e30a7aa2b43f4e68cae520ec06,0x7b290a75d304b5754ee9c9e948c609e8463070e30a7aa2b43f4e68cae520ec06,UNKNOWN_STATUS_NOT_EXTRACTED,25921741,78,REVIEW
DA-V3-00130,0x676a291239b77f0acf7a954f311ad911cf618622,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0129,VASPCUST-B-0129,VERIFIED,VERIFIED,ETH,20.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.04,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:38:11+00:00,0x6f1a37390146c7a3c3a02bc79731c0277c1c872c15fc3aabb8faaf83c50561ff,0x6f1a37390146c7a3c3a02bc79731c0277c1c872c15fc3aabb8faaf83c50561ff,UNKNOWN_STATUS_NOT_EXTRACTED,25921741,121,PASS
DA-V3-00131,0xd93c927335066f00e305e599c918c3fd1c085241,0x8ed165aac160240eb1105f95109e46b835527242,VASPCUST-S-0130,VASPCUST-B-0130,VERIFIED,VERIFIED,ETH,0.05,0x8ed165aac160240eb1105f95109e46b835527242,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.012,0x8ed165aac160240eb1105f95109e46b835527242,2026-09-07T00:39:11+00:00,0x1265d07c4dd2493b6144bfb651dc2f5f295dbde6bcbaa07c7335126163b7df8b,0x1265d07c4dd2493b6144bfb651dc2f5f295dbde6bcbaa07c7335126163b7df8b,UNKNOWN_STATUS_NOT_EXTRACTED,25921741,164,PASS
DA-V3-00132,0x86d9ae427eb20d6485f39ae26f296319192c950f,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,VASPCUST-S-0131,VASPCUST-B-0131,VERIFIED,VERIFIED,ETH,0.25,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.009883840652356654,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,2026-09-07T00:40:11+00:00,0x89f08e8a4db9ea8e4347c7781b516373d19a39cf23311f3e784c61da70915625,0x89f08e8a4db9ea8e4347c7781b516373d19a39cf23311f3e784c61da70915625,UNKNOWN_STATUS_NOT_EXTRACTED,25921740,25,PASS
DA-V3-00133,0x6745e16220971949ae43c1dfc2a13573d4329395,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,VASPCUST-S-0132,VASPCUST-B-0132,VERIFIED,UNKNOWN,ETH,1.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,3.59e-05,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-09-07T00:41:11+00:00,0x463608a4c92bf364729db573e0f8d4b77a3d97c2fcd62a68043ef458fa7d7aeb,0x463608a4c92bf364729db573e0f8d4b77a3d97c2fcd62a68043ef458fa7d7aeb,UNKNOWN_STATUS_NOT_EXTRACTED,25921740,68,REVIEW
DA-V3-00134,0xe1b0f449b8714b44c86e8e57c2cb4d91b1c23118,0x93c30e6e09f698cfea99b09b5166ed90cfaedd17,VASPCUST-S-0133,VASPCUST-B-0133,VERIFIED,VERIFIED,ETH,5.0,0x93c30e6e09f698cfea99b09b5166ed90cfaedd17,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.00012,0x000000000000000000000000000000000000dEaD,2026-09-07T00:42:11+00:00,0x5d6a9477202a90956c1ae56cdca1f82506f14e9059cb81140af42c66e01e8ce6,0x5d6a9477202a90956c1ae56cdca1f82506f14e9059cb81140af42c66e01e8ce6,UNKNOWN_STATUS_NOT_EXTRACTED,25921740,111,BLOCK
DA-V3-00135,0xce54f65abb8b61b83c14cbe97de97fce75bbf556,0xcec7dbd3f2371ab0dd5ee1701a070af04d43019f,VASPCUST-S-0134,VASPCUST-B-0134,VERIFIED,VERIFIED,ETH,20.0,0xcec7dbd3f2371ab0dd5ee1701a070af04d43019f,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,2.37380139e-07,0xcec7dbd3f2371ab0dd5ee1701a070af04d43019f,2026-09-07T00:42:59+00:00,0xafea60e6382db0220c9995a7f86b86ea8a11c21d94922f6256a7287d67b0b4f4,0xafea60e6382db0220c9995a7f86b86ea8a11c21d94922f6256a7287d67b0b4f4,UNKNOWN_STATUS_NOT_EXTRACTED,25921740,154,PASS
DA-V3-00136,0xd0fac349b9b6bdcb76ecad7867884ba8c6736de1,0x37996e762fa8b671869740c79eb33f625b3bf92a,VASPCUST-S-0135,VASPCUST-B-0135,VERIFIED,VERIFIED,ETH,0.05,0x37996e762fa8b671869740c79eb33f625b3bf92a,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.004044796877809389,0x37996e762fa8b671869740c79eb33f625b3bf92a,2026-09-07T00:43:59+00:00,0x472d2ac99db40dbb011546bd9c782d847deff6de2de766f7f6b50cea75abada5,0x472d2ac99db40dbb011546bd9c782d847deff6de2de766f7f6b50cea75abada5,UNKNOWN_STATUS_NOT_EXTRACTED,25921740,197,PASS
DA-V3-00137,0x0c97305bd07fc582bcc2042b9a2dedd9f451e75b,0x278d858f05b94576c1e6f73285886876ff6ef8d2,VASPCUST-S-0136,VASPCUST-B-0136,PENDING,VERIFIED,ETH,0.25,0x278d858f05b94576c1e6f73285886876ff6ef8d2,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,9.89834664e-06,0x278d858f05b94576c1e6f73285886876ff6ef8d2,2026-09-07T00:44:59+00:00,0x48a069e4827a6f9d9ec3ffb6a1bd1e913a5ad305b8d7b188b3ef16f8967e866f,0x48a069e4827a6f9d9ec3ffb6a1bd1e913a5ad305b8d7b188b3ef16f8967e866f,UNKNOWN_STATUS_NOT_EXTRACTED,25921739,32,REVIEW
DA-V3-00138,0x264bd8291fae1d75db2c5f573b07faa6715997b5,0xb95576d232bb596ed86cc9f6e7dc496467db543a,VASPCUST-S-0137,VASPCUST-B-0137,VERIFIED,VERIFIED,ETH,1.0,0xb95576d232bb596ed86cc9f6e7dc496467db543a,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.040001063618731,0xb95576d232bb596ed86cc9f6e7dc496467db543a,2026-09-07T00:45:59+00:00,0xa67bbabb38a22dff76f1394fd2e4b8ac9fd76cd489887bde3d0ef8a092831aaa,0xa67bbabb38a22dff76f1394fd2e4b8ac9fd76cd489887bde3d0ef8a092831aaa,UNKNOWN_STATUS_NOT_EXTRACTED,25921739,75,PASS
DA-V3-00139,0x5aebf9d358b204e642d0f511cc5f1142a0637e49,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,VASPCUST-S-0138,VASPCUST-B-0138,VERIFIED,VERIFIED,ETH,5.0,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,0.04,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,2026-09-07T00:46:47+00:00,0xd279990e626ff75e4ed8273af83992d37e8cc67c73214f6a5bcf085a705fd287,0xd279990e626ff75e4ed8273af83992d37e8cc67c73214f6a5bcf085a705fd287,UNKNOWN_STATUS_NOT_EXTRACTED,25921739,118,PASS
DA-V3-00140,0xdfaa75323fb721e5f29d43859390f62cc4b600b8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,VASPCUST-S-0139,VASPCUST-B-0139,VERIFIED,VERIFIED,ETH,20.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.002233588383763792,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2026-09-07T00:47:47+00:00,0x2907ddf02270017cd25fa3699061dcb6a9d839d6588658d829cd1048d156a3ec,0x2907ddf02270017cd25fa3699061dcb6a9d839d6588658d829cd1048d156a3ec,UNKNOWN_STATUS_NOT_EXTRACTED,25921739,161,PASS
DA-V3-00141,0x3170faf6aeb5c83ea573aec9e0e74888ebb969cc,0x3c16a4e026479c155b03697a31fd42241da6e712,VASPCUST-S-0140,VASPCUST-B-0140,VERIFIED,VERIFIED,ETH,0.05,0x3c16a4e026479c155b03697a31fd42241da6e712,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.01815135,0x3c16a4e026479c155b03697a31fd42241da6e712,2026-09-07T00:48:47+00:00,0xe25c8b92e114fc9ae6d536b827bebdbcb8d4dfc37000aac85c16042079b1b3e5,0xe25c8b92e114fc9ae6d536b827bebdbcb8d4dfc37000aac85c16042079b1b3e5,UNKNOWN_STATUS_NOT_EXTRACTED,25921739,204,PASS
DA-V3-00142,0x4337003fcd2f56de3977ccb806383e9161628d0e,0x5a98fcbea516cf06857215779fd812ca3bef1b32,VASPCUST-S-0141,VASPCUST-B-0141,VERIFIED,VERIFIED,ETH,0.25,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.031154857036087,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2026-09-07T00:49:47+00:00,0xea95b0ed0fe31c4e4570f851bd048372746d29aca483493acc1bad197878a0af,0xea95b0ed0fe31c4e4570f851bd048372746d29aca483493acc1bad197878a0af,UNKNOWN_STATUS_NOT_EXTRACTED,25921738,21,PASS
DA-V3-00143,0xa60ded4c899e7560dc4ca56b57fbab25c90addeb,0x51c72848c68a965f66fa7a88855f9f7784502a7f,VASPCUST-S-0142,VASPCUST-B-0142,VERIFIED,VERIFIED,ETH,1.0,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1.510014e-05,0x51c72848c68a965f66fa7a88855f9f7784502a7f,2026-09-07T00:50:35+00:00,0xff03d906daffd81659421bd943cc133e5e15258490d66475a08b2c3b0305bd1e,0xff03d906daffd81659421bd943cc133e5e15258490d66475a08b2c3b0305bd1e,UNKNOWN_STATUS_NOT_EXTRACTED,25921738,64,PASS
DA-V3-00144,0x7903e22e342ae516ad0c01d70cd67d969f70a8a1,0xce4a9a725adfbb05364cf2d9f0f044d9d066c012,VASPCUST-S-0143,VASPCUST-B-0143,VERIFIED,UNKNOWN,ETH,5.0,0xce4a9a725adfbb05364cf2d9f0f044d9d066c012,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.03238230892144275,0xce4a9a725adfbb05364cf2d9f0f044d9d066c012,2026-09-07T00:51:35+00:00,0x127ac07ab9593b55588cc8496b6f4764fcd967d6a3c620ad2ecb156c2c6302dc,0x127ac07ab9593b55588cc8496b6f4764fcd967d6a3c620ad2ecb156c2c6302dc,UNKNOWN_STATUS_NOT_EXTRACTED,25921738,107,REVIEW
DA-V3-00145,0xc3b018faea9e98af838bbb76db4925578e9667bb,0x9008d19f58aabd9ed0d60971565aa8510560ab41,VASPCUST-S-0144,VASPCUST-B-0144,FAILED,VERIFIED,ETH,20.0,0x9008d19f58aabd9ed0d60971565aa8510560ab41,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,2.6488e-06,0x9008d19f58aabd9ed0d60971565aa8510560ab41,2026-09-07T00:52:35+00:00,0x612e909aaa652eb5ed968ceb3a22de98623c3fca38ffd7ae4e98dec747898d03,0x612e909aaa652eb5ed968ceb3a22de98623c3fca38ffd7ae4e98dec747898d03,UNKNOWN_STATUS_NOT_EXTRACTED,25921738,150,REVIEW
DA-V3-00146,0x933d85a3aeaf10d0ca72cd70c6dbb0f3090e646c,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0145,VASPCUST-B-0145,VERIFIED,VERIFIED,ETH,0.05,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.009831059831488,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:53:35+00:00,0x52e574fee2242449d69b6b0a179e438372ab99dd28ae94239fbee9ee011b0dc6,0x52e574fee2242449d69b6b0a179e438372ab99dd28ae94239fbee9ee011b0dc6,UNKNOWN_STATUS_NOT_EXTRACTED,25921738,193,PASS
DA-V3-00147,0xc2624ae19f823e9a0012f504a4649a40c2c16259,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0146,VASPCUST-B-0146,VERIFIED,VERIFIED,ETH,0.25,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.007469125758987,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:54:35+00:00,0x938982a68b515381b100f87b87dffc795b080c56ecc039303216fd8896ec8058,0x938982a68b515381b100f87b87dffc795b080c56ecc039303216fd8896ec8058,UNKNOWN_STATUS_NOT_EXTRACTED,25921737,40,PASS
DA-V3-00148,0xe584286dab5809d5d2c3b4622d0a814f18954c92,0xdac17f958d2ee523a2206206994597c13d831ec7,VASPCUST-S-0147,VASPCUST-B-0147,VERIFIED,VERIFIED,ETH,1.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1e-09,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-09-07T00:55:35+00:00,0xee2f96c8979a239552c6b324f44fc806de5bc03fd17a1d156bb69a84740ccfbc,0xee2f96c8979a239552c6b324f44fc806de5bc03fd17a1d156bb69a84740ccfbc,UNKNOWN_STATUS_NOT_EXTRACTED,25921737,83,PASS
DA-V3-00149,0xf9d6e3dc8caa19534387dc12348987ef6d2ec344,0xff00000000000000000000000000000000000010,VASPCUST-S-0148,VASPCUST-B-0148,VERIFIED,VERIFIED,ETH,5.0,0xff00000000000000000000000000000000000010,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,0.028624935,0xff00000000000000000000000000000000000010,2026-09-07T00:56:35+00:00,0x573438c217bc9df075725051701b158a74152f3492e5bf365e33b4179e44442f,0x573438c217bc9df075725051701b158a74152f3492e5bf365e33b4179e44442f,UNKNOWN_STATUS_NOT_EXTRACTED,25921737,126,PASS
