transfer_id,originator_id,beneficiary_id,originator_address,beneficiary_address,kyc_status,counterparty_vasp_status,approved_asset,approved_amount_limit,approved_destination,approved_period_start,approved_period_end,requested_asset,requested_amount,requested_destination,requested_at,transaction_identifier,execution_status,actual_distribution_basis,actual_rating_proxy,baseline_policy_decision
DA-V2-00078,OTC-SRC-295,OTC-DST-1217,,,VERIFIED,VERIFIED,ETH,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,4950.0,GLOBAL-VASP-C,2026-02-25T21:49:00+00:00,DERIVED-OTC-00078,PENDING_RESULT,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00079,OTC-SRC-273,OTC-DST-1506,,,VERIFIED,UNKNOWN,USDT,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,UNKNOWN_VASP,2026-02-25T22:06:00+00:00,DERIVED-OTC-00079,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00080,OTC-SRC-1002,OTC-DST-112,,,VERIFIED,VERIFIED,USDC,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,18900.0,KR-VASP-B,2026-02-26T22:23:00+00:00,DERIVED-OTC-00080,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00081,OTC-SRC-1016,OTC-DST-1412,,,VERIFIED,VERIFIED,BTC,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,31.5,GLOBAL-VASP-C,2026-02-27T22:40:00+00:00,DERIVED-OTC-00081,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00082,OTC-SRC-928,OTC-DST-1334,,,PENDING,VERIFIED,ETH,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,66.0,KR-VASP-A,2026-02-27T22:57:00+00:00,DERIVED-OTC-00082,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00083,OTC-SRC-202,OTC-DST-1396,,,VERIFIED,VERIFIED,USDT,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,121.0,KR-VASP-B,2026-02-28T23:14:00+00:00,DERIVED-OTC-00083,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00084,OTC-SRC-178,OTC-DST-546,,,VERIFIED,VERIFIED,USDC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,252.0,GLOBAL-VASP-C,2026-02-28T23:31:00+00:00,DERIVED-OTC-00084,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00085,OTC-SRC-484,OTC-DST-1316,,,VERIFIED,VERIFIED,BTC,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,KR-VASP-A,2026-03-01T23:48:00+00:00,DERIVED-OTC-00085,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00086,OTC-SRC-832,OTC-DST-1487,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,1115.5,KR-VASP-B,2026-03-01T00:05:00+00:00,DERIVED-OTC-00086,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00087,OTC-SRC-21,OTC-DST-1386,,,FAILED,VERIFIED,USDT,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2310.0,GLOBAL-VASP-C,2026-03-01T00:22:00+00:00,DERIVED-OTC-00087,EXECUTED,SNAP_BITCOIN_OTC,-2,REVIEW
DA-V2-00088,OTC-SRC-374,OTC-DST-1566,,,VERIFIED,VERIFIED,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4725.0,KR-VASP-A,2026-03-02T00:39:00+00:00,DERIVED-OTC-00088,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00089,OTC-SRC-1100,OTC-DST-1636,,,VERIFIED,VERIFIED,BTC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,9450.0,KR-VASP-B,2026-03-02T00:56:00+00:00,DERIVED-OTC-00089,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00090,OTC-SRC-923,OTC-DST-1688,,,VERIFIED,VERIFIED,ETH,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,GLOBAL-VASP-C,2026-03-03T01:13:00+00:00,DERIVED-OTC-00090,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00091,OTC-SRC-1046,OTC-DST-1383,,,PENDING,VERIFIED,USDT,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,31.5,KR-VASP-A,2026-03-04T01:30:00+00:00,DERIVED-OTC-00091,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00092,OTC-SRC-882,OTC-DST-1,,,VERIFIED,UNKNOWN,USDC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,75.0,UNKNOWN_VASP,2026-03-05T01:47:00+00:00,DERIVED-OTC-00092,PENDING_RESULT,SNAP_BITCOIN_OTC,5,REVIEW
DA-V2-00093,OTC-SRC-1100,OTC-DST-1741,,,VERIFIED,VERIFIED,BTC,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,GLOBAL-VASP-C,2026-03-05T02:04:00+00:00,DERIVED-OTC-00093,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00094,OTC-SRC-1153,OTC-DST-1585,,,VERIFIED,VERIFIED,ETH,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,252.0,KR-VASP-A,2026-03-05T02:21:00+00:00,DERIVED-OTC-00094,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00095,OTC-SRC-1165,OTC-DST-1674,,,VERIFIED,VERIFIED,USDT,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,KR-VASP-B,2026-03-06T02:38:00+00:00,DERIVED-OTC-00095,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00096,OTC-SRC-1094,OTC-DST-1689,,,VERIFIED,VERIFIED,USDC,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1018.5,GLOBAL-VASP-C,2026-03-06T02:55:00+00:00,DERIVED-OTC-00096,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00097,OTC-SRC-661,OTC-DST-1386,,,VERIFIED,VERIFIED,BTC,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2205.0,KR-VASP-A,2026-03-07T03:12:00+00:00,DERIVED-OTC-00097,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00098,OTC-SRC-1195,OTC-DST-1677,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4725.0,KR-VASP-B,2026-03-09T03:29:00+00:00,DERIVED-OTC-00098,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00099,OTC-SRC-1209,OTC-DST-1774,,,VERIFIED,VERIFIED,USDT,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,GLOBAL-VASP-C,2026-03-09T03:46:00+00:00,DERIVED-OTC-00099,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00100,OTC-SRC-36,OTC-DST-1836,,,PENDING,VERIFIED,USDC,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,19800.0,KR-VASP-A,2026-03-09T04:03:00+00:00,DERIVED-OTC-00100,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00101,OTC-SRC-1242,OTC-DST-1785,,,VERIFIED,VERIFIED,BTC,1000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,31.5,KR-VASP-B,2026-03-10T04:20:00+00:00,DERIVED-OTC-00101,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00102,OTC-SRC-1252,OTC-DST-1867,,,VERIFIED,VERIFIED,ETH,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,63.0,GLOBAL-VASP-C,2026-03-10T04:37:00+00:00,DERIVED-OTC-00102,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00103,OTC-SRC-791,OTC-DST-1860,,,VERIFIED,VERIFIED,USDT,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,USDT,115.5,KR-VASP-A,2026-03-11T04:54:00+00:00,DERIVED-OTC-00103,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00104,OTC-SRC-1257,OTC-DST-1629,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,252.0,KR-VASP-B,2026-03-11T05:11:00+00:00,DERIVED-OTC-00104,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00105,OTC-SRC-492,OTC-DST-1778,,,VERIFIED,UNKNOWN,BTC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,546.0,UNKNOWN_VASP,2026-03-12T05:28:00+00:00,DERIVED-OTC-00105,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00106,OTC-SRC-7,OTC-DST-1053,,,VERIFIED,VERIFIED,ETH,1000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1018.5,KR-VASP-A,2026-03-12T05:45:00+00:00,DERIVED-OTC-00106,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00107,OTC-SRC-191,OTC-DST-905,,,VERIFIED,VERIFIED,USDT,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2205.0,KR-VASP-B,2026-03-12T06:02:00+00:00,DERIVED-OTC-00107,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00108,OTC-SRC-270,OTC-DST-1566,,,VERIFIED,VERIFIED,USDC,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4725.0,GLOBAL-VASP-C,2026-03-12T06:19:00+00:00,DERIVED-OTC-00108,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00109,OTC-SRC-1277,OTC-DST-1281,,,PENDING,VERIFIED,BTC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9450.0,KR-VASP-A,2026-03-12T06:36:00+00:00,DERIVED-OTC-00109,EXECUTED,SNAP_BITCOIN_OTC,1,REVIEW
DA-V2-00110,OTC-SRC-1053,OTC-DST-1281,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,21600.0,KR-VASP-B,2026-03-13T06:53:00+00:00,DERIVED-OTC-00110,EXECUTED,SNAP_BITCOIN_OTC,4,BLOCK
DA-V2-00111,OTC-SRC-882,OTC-DST-1720,,,VERIFIED,VERIFIED,USDT,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,31.5,GLOBAL-VASP-C,2026-03-13T07:10:00+00:00,DERIVED-OTC-00111,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00112,OTC-SRC-1275,OTC-DST-2002,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,63.0,KR-VASP-A,2026-03-13T07:27:00+00:00,DERIVED-OTC-00112,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00113,OTC-SRC-1183,OTC-DST-2034,,,VERIFIED,VERIFIED,BTC,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,KR-VASP-B,2026-03-13T07:44:00+00:00,DERIVED-OTC-00113,PENDING_RESULT,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00114,OTC-SRC-1094,OTC-DST-1281,,,VERIFIED,VERIFIED,ETH,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,264.0,GLOBAL-VASP-C,2026-03-14T08:01:00+00:00,DERIVED-OTC-00114,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00115,OTC-SRC-6,OTC-DST-1690,,,VERIFIED,VERIFIED,USDT,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,KR-VASP-A,2026-03-14T08:18:00+00:00,DERIVED-OTC-00115,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00116,OTC-SRC-80,OTC-DST-2084,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1067.0,KR-VASP-B,2026-03-14T08:35:00+00:00,DERIVED-OTC-00116,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00117,OTC-SRC-550,OTC-DST-1587,,,VERIFIED,VERIFIED,BTC,2500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,2205.0,GLOBAL-VASP-C,2026-03-14T08:52:00+00:00,DERIVED-OTC-00117,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00118,OTC-SRC-1201,OTC-DST-2112,,,PENDING,UNKNOWN,ETH,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4950.0,UNKNOWN_VASP,2026-03-14T09:09:00+00:00,DERIVED-OTC-00118,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00119,OTC-SRC-522,OTC-DST-1815,,,VERIFIED,VERIFIED,USDT,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9900.0,KR-VASP-B,2026-03-15T09:26:00+00:00,DERIVED-OTC-00119,EXECUTED,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00120,OTC-SRC-1094,OTC-DST-2122,,,FAILED,VERIFIED,USDC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,USDC,18900.0,GLOBAL-VASP-C,2026-03-15T09:43:00+00:00,DERIVED-OTC-00120,PENDING_RESULT,SNAP_BITCOIN_OTC,-1,REVIEW
DA-V2-00121,OTC-SRC-861,OTC-DST-2155,,,VERIFIED,VERIFIED,BTC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,34.5,KR-VASP-A,2026-03-15T10:00:00+00:00,DERIVED-OTC-00121,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00122,OTC-SRC-1348,OTC-DST-1245,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,66.0,KR-VASP-B,2026-03-15T10:17:00+00:00,DERIVED-OTC-00122,EXECUTED,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00123,OTC-SRC-1434,OTC-DST-1810,,,VERIFIED,VERIFIED,USDT,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,GLOBAL-VASP-C,2026-03-15T10:34:00+00:00,DERIVED-OTC-00123,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00124,OTC-SRC-905,OTC-DST-1352,,,VERIFIED,VERIFIED,USDC,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,300.0,KR-VASP-A,2026-03-16T10:51:00+00:00,DERIVED-OTC-00124,EXECUTED,SNAP_BITCOIN_OTC,5,PASS
DA-V2-00125,OTC-SRC-35,OTC-DST-1764,,,VERIFIED,VERIFIED,BTC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,598.0,KR-VASP-B,2026-03-16T11:08:00+00:00,DERIVED-OTC-00125,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00126,OTC-SRC-921,OTC-DST-238,,,VERIFIED,VERIFIED,ETH,1000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1018.5,GLOBAL-VASP-C,2026-03-16T11:25:00+00:00,DERIVED-OTC-00126,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00127,OTC-SRC-1457,OTC-DST-1478,,,PENDING,VERIFIED,USDT,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2310.0,KR-VASP-A,2026-03-16T11:42:00+00:00,DERIVED-OTC-00127,PENDING_RESULT,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00128,OTC-SRC-1383,OTC-DST-545,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4950.0,KR-VASP-B,2026-03-17T11:59:00+00:00,DERIVED-OTC-00128,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00129,OTC-SRC-1217,OTC-DST-1810,,,VERIFIED,VERIFIED,BTC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9450.0,GLOBAL-VASP-C,2026-03-17T12:16:00+00:00,DERIVED-OTC-00129,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00130,OTC-SRC-353,OTC-DST-2271,,,VERIFIED,VERIFIED,ETH,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,KR-VASP-A,2026-03-18T12:33:00+00:00,DERIVED-OTC-00130,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00131,OTC-SRC-41,OTC-DST-2286,,,VERIFIED,UNKNOWN,USDT,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,33.0,UNKNOWN_VASP,2026-03-18T12:50:00+00:00,DERIVED-OTC-00131,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00132,OTC-SRC-1506,OTC-DST-6,,,VERIFIED,VERIFIED,USDC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,69.0,GLOBAL-VASP-C,2026-03-18T13:07:00+00:00,DERIVED-OTC-00132,EXECUTED,SNAP_BITCOIN_OTC,3,PASS
DA-V2-00133,OTC-SRC-1328,OTC-DST-2306,,,VERIFIED,VERIFIED,BTC,2500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,137.5,KR-VASP-A,2026-03-18T13:24:00+00:00,DERIVED-OTC-00133,EXECUTED,SNAP_BITCOIN_OTC,5,BLOCK
DA-V2-00134,OTC-SRC-1521,OTC-DST-2028,,,VERIFIED,VERIFIED,ETH,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,264.0,KR-VASP-B,2026-03-18T13:41:00+00:00,DERIVED-OTC-00134,PENDING_RESULT,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00135,OTC-SRC-1317,OTC-DST-2046,,,VERIFIED,VERIFIED,USDT,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,546.0,GLOBAL-VASP-C,2026-03-18T13:58:00+00:00,DERIVED-OTC-00135,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00136,OTC-SRC-1396,OTC-DST-2125,,,PENDING,VERIFIED,USDC,500,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,1455.0,KR-VASP-A,2026-03-18T14:15:00+00:00,DERIVED-OTC-00136,EXECUTED,SNAP_BITCOIN_OTC,10,REVIEW
DA-V2-00137,OTC-SRC-1386,OTC-DST-2276,,,VERIFIED,VERIFIED,BTC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,BTC,2205.0,KR-VASP-B,2026-03-19T14:32:00+00:00,DERIVED-OTC-00137,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00138,OTC-SRC-35,OTC-DST-2173,,,FAILED,VERIFIED,ETH,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,4725.0,GLOBAL-VASP-C,2026-03-19T14:49:00+00:00,DERIVED-OTC-00138,EXECUTED,SNAP_BITCOIN_OTC,-1,REVIEW
DA-V2-00139,OTC-SRC-786,OTC-DST-1890,,,VERIFIED,VERIFIED,USDT,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,9450.0,KR-VASP-A,2026-03-19T15:06:00+00:00,DERIVED-OTC-00139,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00140,OTC-SRC-35,OTC-DST-2194,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,20700.0,KR-VASP-B,2026-03-19T15:23:00+00:00,DERIVED-OTC-00140,EXECUTED,SNAP_BITCOIN_OTC,3,BLOCK
DA-V2-00141,OTC-SRC-1601,OTC-DST-35,,,FAILED,VERIFIED,BTC,10000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,36.0,GLOBAL-VASP-C,2026-03-19T15:40:00+00:00,DERIVED-OTC-00141,PENDING_RESULT,SNAP_BITCOIN_OTC,-4,REVIEW
DA-V2-00142,OTC-SRC-1614,OTC-DST-304,,,VERIFIED,VERIFIED,ETH,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,66.0,KR-VASP-A,2026-03-19T15:57:00+00:00,DERIVED-OTC-00142,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00143,OTC-SRC-1317,OTC-DST-2028,,,VERIFIED,VERIFIED,USDT,5000,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,115.5,KR-VASP-B,2026-03-20T16:14:00+00:00,DERIVED-OTC-00143,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00144,OTC-SRC-1290,OTC-DST-2090,,,VERIFIED,UNKNOWN,USDC,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,264.0,UNKNOWN_VASP,2026-03-20T16:31:00+00:00,DERIVED-OTC-00144,EXECUTED,SNAP_BITCOIN_OTC,2,REVIEW
DA-V2-00145,OTC-SRC-1642,OTC-DST-184,,,PENDING,VERIFIED,BTC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,780.0,KR-VASP-A,2026-03-20T16:48:00+00:00,DERIVED-OTC-00145,EXECUTED,SNAP_BITCOIN_OTC,10,REVIEW
DA-V2-00146,OTC-SRC-1053,OTC-DST-2198,,,VERIFIED,VERIFIED,ETH,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,1212.5,KR-VASP-B,2026-03-20T17:05:00+00:00,DERIVED-OTC-00146,EXECUTED,SNAP_BITCOIN_OTC,5,BLOCK
DA-V2-00147,OTC-SRC-522,OTC-DST-2198,,,VERIFIED,VERIFIED,USDT,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,2310.0,GLOBAL-VASP-C,2026-03-20T17:22:00+00:00,DERIVED-OTC-00147,EXECUTED,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00148,OTC-SRC-1615,OTC-DST-2214,,,VERIFIED,VERIFIED,USDC,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,4950.0,KR-VASP-A,2026-03-21T17:39:00+00:00,DERIVED-OTC-00148,PENDING_RESULT,SNAP_BITCOIN_OTC,2,PASS
DA-V2-00149,OTC-SRC-1334,OTC-DST-2529,,,VERIFIED,VERIFIED,BTC,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,9900.0,KR-VASP-B,2026-03-21T17:56:00+00:00,DERIVED-OTC-00149,EXECUTED,SNAP_BITCOIN_OTC,2,BLOCK
DA-V2-00150,OTC-SRC-1672,OTC-DST-710,,,VERIFIED,VERIFIED,ETH,500,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,ETH,18900.0,GLOBAL-VASP-C,2026-03-21T18:13:00+00:00,DERIVED-OTC-00150,EXECUTED,SNAP_BITCOIN_OTC,1,BLOCK
DA-V2-00151,OTC-SRC-1693,OTC-DST-2470,,,VERIFIED,VERIFIED,USDT,10000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDT,43.5,KR-VASP-A,2026-03-21T18:30:00+00:00,DERIVED-OTC-00151,EXECUTED,SNAP_BITCOIN_OTC,9,PASS
DA-V2-00152,OTC-SRC-903,OTC-DST-2566,,,VERIFIED,VERIFIED,USDC,2500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,USDC,63.0,KR-VASP-B,2026-03-22T18:47:00+00:00,DERIVED-OTC-00152,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00153,OTC-SRC-1657,OTC-DST-1675,,,VERIFIED,VERIFIED,BTC,5000,GLOBAL-VASP-C,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,BTC,115.5,GLOBAL-VASP-C,2026-03-22T19:04:00+00:00,DERIVED-OTC-00153,EXECUTED,SNAP_BITCOIN_OTC,1,PASS
DA-V2-00154,OTC-SRC-1539,OTC-DST-2602,,,FAILED,VERIFIED,ETH,5000,KR-VASP-A,2026-01-01T00:00:00+00:00,2026-01-15T23:59:59+00:00,ETH,360.0,KR-VASP-A,2026-03-22T19:21:00+00:00,DERIVED-OTC-00154,EXECUTED,SNAP_BITCOIN_OTC,-10,REVIEW
DA-V2-00155,OTC-SRC-1386,OTC-DST-2625,,,VERIFIED,VERIFIED,USDT,500,KR-VASP-B,2026-01-01T00:00:00+00:00,2026-12-31T23:59:59+00:00,UNAPPROVED_TOKEN,546.0,KR-VASP-B,2026-03-23T19:38:00+00:00,DERIVED-OTC-00155,PENDING_RESULT,SNAP_BITCOIN_OTC,1,BLOCK
